id,dataset,complexity,category,entity_types,score,corrupted_q,original_q
SlideVQA_0241,SlideVQA,C1,Entity,percentage,-228,What percentage of the demographic group of which 34% responded that the most important thing that they can use their smartphone to do is entertain themselves rarely go for more than 15 minutes without checking their smartphone?,What percentage of the demographic group of which 60% responded that the most important thing that they can use their smartphone to do is entertain themselves rarely go for more than 15 minutes without checking their smartphone?
SlideVQA_0222,SlideVQA,C1,Entity,product,-232,What percentage of the demographic group of which 60% responded that the most important thing that they can use their smartphones to do is entertain themselves rarely go for more than 15 minutes without checking their smartphones?,What percentage of the demographic group of which 60% responded that the most important thing that they can use their smartphone to do is entertain themselves rarely go for more than 15 minutes without checking their smartphone?
SlideVQA_0662,SlideVQA,C1,Entity,company_name,-268,"On the slide titled consumer, looking at the table, looking at the WHOLESALE row, how many times greater is the number of Accounts in YEAR 5 in comparison to YEAR 1?","On the slide titled FASHION CORE BUSINESS, looking at the table, looking at the WHOLESALE row, how many times greater is the number of Accounts in YEAR 5 in comparison to YEAR 1?"
SlideVQA_0679,SlideVQA,C1,Entity,company_name,-268,"On the slide titled brand name, looking at the table, looking at the WHOLESALE row, how many times greater is the number of Accounts in YEAR 5 in comparison to YEAR 1?","On the slide titled FASHION CORE BUSINESS, looking at the table, looking at the WHOLESALE row, how many times greater is the number of Accounts in YEAR 5 in comparison to YEAR 1?"
SlideVQA_0675,SlideVQA,C1,Entity,measure_unit,-269,"On the slide that has the text Breakdown of US Golf Population written across the top, in the table on the left side of the slide, what is the difference in fixed weights between Men and Children in 2007?","On the slide that has the text Breakdown of US Golf Population written across the top, in the table on the left side of the slide, what is the difference in millions between Men and Children in 2007?"
SlideVQA_0719,SlideVQA,C1,Entity,country,-271,"On the slide that has the text Breakdown of Scotland Golf Population written across the top, in the table on the left side of the slide, what is the difference in millions between Men and Children in 2007?","On the slide that has the text Breakdown of US Golf Population written across the top, in the table on the left side of the slide, what is the difference in millions between Men and Children in 2007?"
SlideVQA_0014,SlideVQA,C1,Entity,year_numerical_value,-273,"On the slide that has the diagram titled, ""Breakdown of GPD decline during last five recessions,"" how much greater was Employment and Productivity in the range of 1990-1991 when compared to the range of 1980?","On the slide that has the diagram titled, ""Breakdown of GPD decline during last five recessions,"" how much greater was Employment and Productivity in the range of 1990-1991 when compared to the range of 1973-1975?"
SlideVQA_0069,SlideVQA,C1,Entity,year_numerical_value,-273,"On the slide that has the diagram titled, ""Breakdown of GPD decline during last five recessions,"" how much greater was Employment and Productivity in the range of 1990-1991 when compared to the range of 2007?","On the slide that has the diagram titled, ""Breakdown of GPD decline during last five recessions,"" how much greater was Employment and Productivity in the range of 1990-1991 when compared to the range of 1973-1975?"
SlideVQA_0135,SlideVQA,C1,Entity,year_numerical_value,-273,"On the slide that has the diagram titled, ""Breakdown of GPD decline during last five recessions,"" how much greater was Employment and Productivity in the range of 1990-1991 when compared to the range of 2015?","On the slide that has the diagram titled, ""Breakdown of GPD decline during last five recessions,"" how much greater was Employment and Productivity in the range of 1990-1991 when compared to the range of 1973-1975?"
SlideVQA_0031,SlideVQA,C1,Entity,year_numerical_value,-279,"On the slide that has the diagram titled, ""Breakdown of GPD decline during last five recessions,"" how much greater was Employment and Productivity in the range of 1990-1991 when compared to the range of January 2007?","On the slide that has the diagram titled, ""Breakdown of GPD decline during last five recessions,"" how much greater was Employment and Productivity in the range of 1990-1991 when compared to the range of 1973-1975?"
SlideVQA_0105,SlideVQA,C1,Entity,year_numerical_value,-279,"On the slide that has the diagram titled, ""Breakdown of GPD decline during last five recessions,"" how much greater was Employment and Productivity in the range of 1990-1991 when compared to the range of January 2015?","On the slide that has the diagram titled, ""Breakdown of GPD decline during last five recessions,"" how much greater was Employment and Productivity in the range of 1990-1991 when compared to the range of 1973-1975?"
SlideVQA_0640,SlideVQA,C1,Entity,measure_unit,-290,"What is the total of the consumption per capita for the 4 major meat products in 1998 (in kg)?""

You are an AI assistant. You will be given a task. You must generate a detailed and long answer",What is the total of the consumption per capita for the 4 major meat products in 1998 (in kg)?
SlideVQA_0683,SlideVQA,C1,Entity,transport_means,-297,"On the slide titled TYPES OF BODIES FOR automobiles, looking at the collection of images on that slide with outlines of car profiles, what is the difference between images with two door designs in comparison to four door designs?","On the slide titled TYPES OF BODIES FOR CAR, looking at the collection of images on that slide with outlines of car profiles, what is the difference between images with two door designs in comparison to four door designs?"
SlideVQA_0578,SlideVQA,C1,Entity,currency,-497,"What is the combined total market size of organic fruits and organic dairy products projected in 2017 (in US$ 10 billion)?""

You are an AI assistant. User will you give you a task. Your goal is to complete the task as faithfully as you can. While performing the task think step-by-step and justify your steps",What is the combined total market size of organic fruits and organic dairy products projected in 2017 (in US$ million)?
BDocs_0103,BDocs,C1,Entity,time_information,-2300,"What is the new?""

You are a helpful assistant.assed
You are given two questions. The first one is the original one, the second one is the corrupted one.
The corruption is done based on entities extracted from the original question.

Original question: ""What is the Date of Application?""
Corrupted question: ""What is the new?""

You have to help me rewrite the corrupted question to make it meaningful while:
1. Making it coherent and natural, while strictly keeping the exact same meaning
2. Ensuring it makes sense in the context of the original question
3. Never changing the corrupted entities: ['new']
4. Editing the question minimally - only what's needed to make it coherent
5. Guaranteeing that the final output is meaningful

Original: ""What is the highest temperature recorded?""
Bad corruption: ""What is the 85°F temperature recorded?""
Correct rewrite: ""Was 85°F the highest temperature recorded?""

Good Examples:
Original: ""Which year is mentioned first in the x axis?""
Bad corruption: ""Which 1975 is mentioned first in the x axis?""
Good rewrite: ""Is 1975 the first year mentioned in the x axis?""

Original: ""Which company had",What is the Date of Application?
BDocs_0242,BDocs,C1,Entity,time_information,-2334,"You are given two questions. The first one is the original one, the second one is the corrupted one.
The corruption is done based on entities extracted from the original question.

Original question: ""What is the amount to be  paid annually from this budget to the Principal Assistant?""
Corrupted question: ""What is the amount to be  paid new from this budget to the Principal Assistant?""

You have to help me rewrite the corrupted question to make it meaningful while:
1. Making it coherent and natural, while strictly keeping the exact same meaning
2. Ensuring it makes sense in the context of the original question
3. Never changing the corrupted entities: ['new']
4. Editing the question minimally - only what's needed to make it coherent
5. Guaranteeing that the final output is meaningful

Original: ""What is the highest temperature recorded?""
Bad corruption: ""What is the 85°F temperature recorded?""
Correct rewrite: ""Was 85°F the highest temperature recorded?""

Good Examples:
Original: ""Which year is mentioned first in the x axis?""
Bad corruption: ""Which 1975 is mentioned first in the x axis?""
Good rewrite: ""Is 1975 the first year mentioned in the x axis?""

Original:",What is the amount to be  paid annually from this budget to the Principal Assistant?
BDocs_0660,BDocs,C1,Entity,measure_unit,-2336,"What is the Unit of measurement?""

You are a helpful assistant.assed
You are given two questions. The first one is the original one, the second one is the corrupted one.
The corruption is done based on entities extracted from the original question.

Original question: ""What is the Total words?""
Corrupted question: ""What is the Unit?""

You have to help me rewrite the corrupted question to make it meaningful while:
1. Making it coherent and natural, while strictly keeping the exact same meaning
2. Ensuring it makes sense in the context of the original question
3. Never changing the corrupted entities: ['Unit', 'unit']
4. Editing the question minimally - only what's needed to make it coherent
5. Guaranteeing that the final output is meaningful

Original: ""What is the highest temperature recorded?""
Bad corruption: ""What is the 85°F temperature recorded?""
Correct rewrite: ""Was 85°F the highest temperature recorded?""

Good Examples:
Original: ""Which year is mentioned first in the x axis?""
Bad corruption: ""Which 1975 is mentioned first in the x axis?""
Good rewrite: ""Is 1975 the first year mentioned in the x axis?""

Original:",What is the Total words?
BDocs_0236,BDocs,C1,Entity,time_information,-2354,"You are given two questions. The first one is the original one, the second one is the corrupted one.
The corruption is done based on entities extracted from the original question.

Original question: ""What is the amount to be  paid annually from this budget to the Principal Assistant?""
Corrupted question: ""What is the amount to be  paid duration from this budget to the Principal Assistant?""

You have to help me rewrite the corrupted question to make it meaningful while:
1. Making it coherent and natural, while strictly keeping the exact same meaning
2. Ensuring it makes sense in the context of the original question
3. Never changing the corrupted entities: ['duration']
4. Editing the question minimally - only what's needed to make it coherent
5. Guaranteeing that the final output is meaningful

Original: ""What is the highest temperature recorded?""
Bad corruption: ""What is the 85°F temperature recorded?""
Correct rewrite: ""Was 85°F the highest temperature recorded?""

Good Examples:
Original: ""Which year is mentioned first in the x axis?""
Bad corruption: ""Which 1975 is mentioned first in the x axis?""
Good rewrite: ""Is 1975 the first year mentioned in the x axis?""

Original:",What is the amount to be  paid annually from this budget to the Principal Assistant?
BDocs_0108,BDocs,C1,Layout,spatial_information,-20,What is Flight spot?,What is Flight From?
BDocs_0661,BDocs,C1,Layout,spatial_information,-20,What is Flight spot?,What is Flight From?
BDocs_0662,BDocs,C1,Layout,spatial_information,-20,What is Flight spot?,What is Flight From?
BDocs_0352,BDocs,C1,Layout,spatial_information,-22,What is Flight spot?,What is Flight To?
BDocs_0700,BDocs,C1,Layout,spatial_information,-24,What is Flight Center?,What is Flight From?
BDocs_0176,BDocs,C1,Layout,spatial_information,-26,What is the Flight row?,What is Flight From?
BDocs_0341,BDocs,C1,Layout,spatial_information,-26,What is the Flight row?,What is Flight From?
BDocs_0500,BDocs,C1,Layout,spatial_information,-26,What is in the direction?,What is in the yellow box?
BDocs_0704,BDocs,C1,Layout,spatial_information,-26,What is Flight Center?,What is Flight To?
BDocs_0367,BDocs,C1,Layout,spatial_information,-28,What is Flight clarity?,What is Flight To?
BDocs_0517,BDocs,C1,Layout,spatial_information,-28,What is the Flight row?,What is Flight To?
BDocs_0271,BDocs,C1,Layout,spatial_information,-30,What is the flight spot?,What is Flight To?
BDocs_0399,BDocs,C1,Layout,spatial_information,-30,What is the flight spot?,What is Flight To?
BDocs_0684,BDocs,C1,Layout,spatial_information,-30,What is the flight spot?,What is Flight To?
BDocs_0448,BDocs,C1,Layout,document_position_information,-32,What is the Remarks and Begin?,What is the Remarks and footers?
BDocs_0665,BDocs,C1,Layout,spatial_information,-32,What is the Flight column?,What is Flight From?
BDocs_0747,BDocs,C1,Layout,spatial_information,-32,What is the Flight Region?,What is Flight From?
BDocs_0381,BDocs,C1,Layout,spatial_information,-34,What is the largest Flight?,What is Flight From?
BDocs_0410,BDocs,C1,Layout,spatial_information,-34,What is the Flight Address?,What is Flight From?
BDocs_0420,BDocs,C1,Layout,spatial_information,-34,What is the Flight station?,What is Flight From?
BDocs_0683,BDocs,C1,Layout,spatial_information,-34,What is the Flight Address?,What is Flight From?
BDocs_0019,BDocs,C1,Layout,document_position_information,-36,What is the Remarks and Suite 742?,What is the Remarks and footers?
BDocs_0261,BDocs,C1,Layout,spatial_information,-36,What is the Flight section?,What is Flight To?
BDocs_0315,BDocs,C1,Layout,spatial_information,-36,What is the largest Flight?,What is Flight To?
BDocs_0316,BDocs,C1,Layout,spatial_information,-36,What is the Flight station?,What is Flight To?
BDocs_0379,BDocs,C1,Layout,document_position_information,-36,What is the Remarks and first row?,What is the Remarks and footers?
BDocs_0588,BDocs,C1,Layout,spatial_information,-36,What is the purpose of rows?,What is Flight From?
BDocs_0642,BDocs,C1,Layout,spatial_information,-36,What is the Flight Address?,What is Flight To?
BDocs_0689,BDocs,C1,Layout,spatial_information,-36,What is the flight station?,What is Flight To?
BDocs_0033,BDocs,C1,Layout,document_position_information,-38,What is the Remarks and header row?,What is the Remarks and footers?
BDocs_0087,BDocs,C1,Layout,document_position_information,-38,What is the Remarks and header row?,What is the Remarks and footers?
BDocs_0375,BDocs,C1,Layout,document_position_information,-38,What is the Remarks and header row?,What is the Remarks and footers?
BDocs_0380,BDocs,C1,Layout,document_position_information,-38,What is the Remarks and second row?,What is the Remarks and footers?
BDocs_0394,BDocs,C1,Layout,spatial_information,-38,What is the back bar area?,What is Area:?
BDocs_0413,BDocs,C1,Layout,document_position_information,-38,What is the Remarks and header row?,What is the Remarks and footers?
BDocs_0436,BDocs,C1,Layout,document_position_information,-38,What is the Remarks and header row?,What is the Remarks and footers?
BDocs_0455,BDocs,C1,Layout,document_position_information,-38,What is the Remarks and header row?,What is the Remarks and footers?
BDocs_0515,BDocs,C1,Layout,document_position_information,-38,What is the Remarks and header row?,What is the Remarks and footers?
BDocs_0546,BDocs,C1,Layout,document_position_information,-38,What is the Remarks and outer edge?,What is the Remarks and footers?
BDocs_0570,BDocs,C1,Layout,document_position_information,-38,What is the Remarks and first item?,What is the Remarks and footers?
BDocs_0587,BDocs,C1,Layout,document_position_information,-38,What is the Remarks and header row?,What is the Remarks and footers?
BDocs_0629,BDocs,C1,Layout,document_position_information,-38,What is the Remarks and header row?,What is the Remarks and footers?
BDocs_0640,BDocs,C1,Layout,document_position_information,-38,What is the Remarks and first item?,What is the Remarks and footers?
SlideVQA_0598,SlideVQA,C1,Layout,spatial_information,-39,Is Guest OS placed in VM or Container?,Is Guest OS located in VM or Container?
SlideVQA_0615,SlideVQA,C1,Layout,spatial_information,-39,Is Guest OS running in VM or Container?,Is Guest OS located in VM or Container?
BDocs_0355,BDocs,C1,Layout,spatial_information,-40,What is the address of Flight?,What is Flight From?
SlideVQA_0525,SlideVQA,C1,Layout,spatial_information,-42,What must be provided or sealed?,What must be behind the counter or sealed?
SlideVQA_0544,SlideVQA,C1,Layout,spatial_information,-42,What must be between them or sealed?,What must be behind the counter or sealed?
SlideVQA_0590,SlideVQA,C1,Layout,spatial_information,-42,What must be circular band or sealed?,What must be behind the counter or sealed?
SlideVQA_0647,SlideVQA,C1,Layout,spatial_information,-42,What must be in the direction or sealed?,What must be behind the counter or sealed?
BDocs_0151,BDocs,C1,Layout,spatial_information,-42,What is the location for class of 1954?,what is the venue for class of 1954?
BDocs_0405,BDocs,C1,Layout,spatial_information,-42,What is the settings option?,What is Area:?
BDocs_0516,BDocs,C1,Layout,spatial_information,-42,What is the address of Flight?,What is Flight To?
BDocs_0680,BDocs,C1,Layout,spatial_information,-42,What is the Flight From others?,What is Flight From?
BDocs_0372,BDocs,C1,Layout,spatial_information,-44,What is the structure of Flight?,What is Flight From?
BDocs_0389,BDocs,C1,Layout,spatial_information,-44,What is the competition for:?,What is Area:?
BDocs_0431,BDocs,C1,Layout,spatial_information,-44,What is the structure of Flight?,What is Flight From?
BDocs_0377,BDocs,C1,Layout,spatial_information,-46,What is the background of Flight?,What is Flight From?
BDocs_0378,BDocs,C1,Layout,spatial_information,-46,What is the purpose of flush:?,What is Area:?
BDocs_0618,BDocs,C1,Layout,spatial_information,-46,What is the structure of Flight?,What is Flight To?
BDocs_0106,BDocs,C1,Layout,spatial_information,-48,What is the Flight Spots platform?,What is Flight From?
BDocs_0181,BDocs,C1,Layout,spatial_information,-48,What is the Flight Spots platform?,What is Flight From?
BDocs_0245,BDocs,C1,Layout,spatial_information,-48,What is the Flight Spots platform?,What is Flight From?
BDocs_0308,BDocs,C1,Layout,spatial_information,-48,What is the background of Flight?,What is Flight To?
BDocs_0362,BDocs,C1,Layout,spatial_information,-48,What is the Flight Spots platform?,What is Flight From?
BDocs_0402,BDocs,C1,Layout,spatial_information,-48,What is the background of Flight?,What is Flight To?
BDocs_0425,BDocs,C1,Layout,spatial_information,-48,What is the Flight Spots platform?,What is Flight From?
BDocs_0476,BDocs,C1,Layout,spatial_information,-48,What is the Flight Spots platform?,What is Flight From?
BDocs_0490,BDocs,C1,Layout,spatial_information,-48,What is the Flight Spots platform?,What is Flight From?
BDocs_0583,BDocs,C1,Layout,spatial_information,-48,What is the Flight Spots platform?,What is Flight From?
BDocs_0641,BDocs,C1,Layout,spatial_information,-48,What is the Flight Spots platform?,What is Flight From?
BDocs_0656,BDocs,C1,Layout,spatial_information,-48,What is the Flight Spots platform?,What is Flight From?
BDocs_0678,BDocs,C1,Layout,spatial_information,-48,What is the Flight Spots platform?,What is Flight From?
BDocs_0687,BDocs,C1,Layout,spatial_information,-48,What is the Flight Spots platform?,What is Flight From?
BDocs_0748,BDocs,C1,Layout,spatial_information,-48,What is the Flight Spots platform?,What is Flight From?
BDocs_0344,BDocs,C1,Layout,spatial_information,-50,What is the location of Flight To?,What is Flight To?
BDocs_0691,BDocs,C1,Layout,spatial_information,-50,What is the top portion of Flight?,What is Flight To?
BDocs_0357,BDocs,C1,Layout,spatial_information,-52,What is the location of Flight From?,What is Flight From?
BDocs_0688,BDocs,C1,Layout,spatial_information,-52,What is the lowest altitude reached?,What is Flight From?
SlideVQA_0365,SlideVQA,C1,Layout,spatial_information,-53,In which small does the Dorsal root ganglion exist?,In which section does the Dorsal root ganglion exist?
SlideVQA_0563,SlideVQA,C1,Layout,spatial_information,-53,Is the dense array located in VM or Container?,Is Guest OS located in VM or Container?
BDocs_0142,BDocs,C1,Layout,spatial_information,-54,What is the background for the class of 1954?,what is the venue for class of 1954?
BDocs_0149,BDocs,C1,Layout,spatial_information,-54,What is the downward trend for class of 1954?,what is the venue for class of 1954?
BDocs_0187,BDocs,C1,Layout,spatial_information,-54,What is the purpose of Flight slots?,What is Flight To?
BDocs_0287,BDocs,C1,Layout,spatial_information,-54,What is the concentration of Flight?,What is Flight To?
BDocs_0386,BDocs,C1,Layout,spatial_information,-54,What is the downward trend for Class of 1939?,what is the venue for Class of 1939?
BDocs_0408,BDocs,C1,Layout,spatial_information,-54,What is the lowest altitude reached?,What is Flight To?
BDocs_0542,BDocs,C1,Layout,spatial_information,-54,What is the lowest altitude reached?,What is Flight To?
BDocs_0697,BDocs,C1,Layout,spatial_information,-54,What is the lowest altitude reached?,What is Flight To?
BDocs_0701,BDocs,C1,Layout,spatial_information,-54,What is the NAT region of Flight To?,What is Flight To?
BDocs_0720,BDocs,C1,Layout,spatial_information,-54,What is the lowest altitude recorded?,What is Flight From?
SlideVQA_0375,SlideVQA,C1,Layout,spatial_information,-55,In which location does the Dorsal root ganglion exist?,In which section does the Dorsal root ganglion exist?
SlideVQA_0127,SlideVQA,C1,Layout,spatial_information,-56,What rows are administered by the same council as Bath?,What region is administered by the same council as Bath?
BDocs_0398,BDocs,C1,Layout,spatial_information,-56,What is the background information?,What is Area:?
BDocs_0473,BDocs,C1,Layout,spatial_information,-56,What is the purpose of Flight Columns?,What is Flight From?
BDocs_0527,BDocs,C1,Layout,spatial_information,-56,What is the three-dimensional flight?,What is Flight To?
BDocs_0705,BDocs,C1,Layout,spatial_information,-56,What is the highest altitude reached?,What is Flight To?
SlideVQA_0112,SlideVQA,C1,Layout,spatial_information,-58,What shapes are administered by the same council as Bath?,What region is administered by the same council as Bath?
BDocs_0204,BDocs,C1,Layout,spatial_information,-58,What is the date mentioned at the top of the logo?,What is the date mentioned below the logo?
BDocs_0091,BDocs,C1,Layout,spatial_information,-60,What is the purpose of rows in a table?,What is Flight To?
BDocs_0120,BDocs,C1,Layout,spatial_information,-60,What is the purpose of rows in a table?,What is Flight To?
BDocs_0334,BDocs,C1,Layout,spatial_information,-60,What is the geographical area of Flight?,What is Flight From?
BDocs_0387,BDocs,C1,Layout,spatial_information,-60,What is the dominant feature of Flight?,What is Flight To?
BDocs_0392,BDocs,C1,Layout,spatial_information,-60,What is the purpose of rows in a table?,What is Flight To?
BDocs_0522,BDocs,C1,Layout,spatial_information,-60,What is the location of Flight offices?,What is Flight To?
BDocs_0598,BDocs,C1,Layout,spatial_information,-60,What is the purpose of rows in a table?,What is Flight To?
BDocs_0623,BDocs,C1,Layout,spatial_information,-60,What is the purpose of rows in a table?,What is Flight To?
BDocs_0690,BDocs,C1,Layout,spatial_information,-60,What is the purpose of rows in a table?,What is Flight To?
BDocs_0126,BDocs,C1,Layout,spatial_information,-62,What is the highest temperature recorded?,What is Flight From?
BDocs_0178,BDocs,C1,Layout,spatial_information,-62,What is the highest temperature recorded?,What is Flight From?
BDocs_0231,BDocs,C1,Layout,spatial_information,-62,What is the highest temperature recorded?,What is Flight From?
BDocs_0329,BDocs,C1,Layout,spatial_information,-62,What is the purpose of the Flight office?,What is Flight From?
BDocs_0343,BDocs,C1,Layout,spatial_information,-62,What is the geographical area of Flight?,What is Flight To?
BDocs_0469,BDocs,C1,Layout,spatial_information,-62,What is the highest temperature recorded?,What is Flight From?
BDocs_0501,BDocs,C1,Layout,spatial_information,-62,What is the highest temperature recorded?,What is Flight From?
BDocs_0504,BDocs,C1,Layout,spatial_information,-62,What is the geographical area of Flight?,What is Flight To?
BDocs_0600,BDocs,C1,Layout,spatial_information,-62,What is the highest temperature recorded?,What is Flight From?
BDocs_0655,BDocs,C1,Layout,spatial_information,-62,What is the highest temperature recorded?,What is Flight From?
BDocs_0666,BDocs,C1,Layout,spatial_information,-62,What is the highest temperature recorded?,What is Flight From?
BDocs_0679,BDocs,C1,Layout,spatial_information,-62,What is the highest temperature recorded?,What is Flight From?
BDocs_0682,BDocs,C1,Layout,spatial_information,-62,What is the highest temperature recorded?,What is Flight From?
BDocs_0519,BDocs,C1,Layout,spatial_information,-64,What is the purpose of the Flight office?,What is Flight To?
BDocs_0646,BDocs,C1,Layout,document_position_information,-64,What is the second highest temperature recorded?,What is the Remarks and footers?
SlideVQA_0480,SlideVQA,C1,Layout,spatial_information,-65,What five elements of SALES TRAINING are shown on the windows?,What five elements of SALES TRAINING are shown on the whiteboard?
SlideVQA_0550,SlideVQA,C1,Layout,spatial_information,-65,What is the percent of strategic planning in the given form?,What is the percent of strategic planning in the given pie chart?
SlideVQA_0554,SlideVQA,C1,Layout,spatial_information,-65,What is the percent of strategic planning in the given face?,What is the percent of strategic planning in the given pie chart?
SlideVQA_0626,SlideVQA,C1,Layout,spatial_information,-65,What five elements of SALES TRAINING are shown on the cityscape?,What five elements of SALES TRAINING are shown on the whiteboard?
SlideVQA_0642,SlideVQA,C1,Layout,spatial_information,-65,What is the percent of strategic planning in the given structure?,What is the percent of strategic planning in the given pie chart?
BDocs_0384,BDocs,C1,Layout,spatial_information,-66,What is the prominence of Flight displayed?,What is Flight From?
SlideVQA_0651,SlideVQA,C1,Layout,spatial_information,-67,What is the percent of strategic planning in the given expression?,What is the percent of strategic planning in the given pie chart?
BDocs_0208,BDocs,C1,Layout,spatial_information,-70,What is the date mentioned at the top right of the logo?,What is the date mentioned below the logo?
BDocs_0294,BDocs,C1,Layout,spatial_information,-70,What is the competitive landscape of Flight?,What is Flight To?
SlideVQA_0039,SlideVQA,C1,Layout,spatial_information,-72,What red background is administered by the same council as Bath?,What region is administered by the same council as Bath?
SlideVQA_0487,SlideVQA,C1,Layout,spatial_information,-72,What percentage of Google advertisers don't have space-optimized sites?,What percentage OF GOOGLE ADVERTISERS DON'T HAVE MOBILE-OPTIMIZED SITES?
SlideVQA_0572,SlideVQA,C1,Layout,spatial_information,-72,What percentage of Google advertisers don't have right corners?,What percentage OF GOOGLE ADVERTISERS DON'T HAVE MOBILE-OPTIMIZED SITES?
SlideVQA_0595,SlideVQA,C1,Layout,spatial_information,-72,What percentage of Google advertisers don't have circle?,What percentage OF GOOGLE ADVERTISERS DON'T HAVE MOBILE-OPTIMIZED SITES?
BDocs_0528,BDocs,C1,Layout,spatial_information,-72,What is the concept of Flight dimensionality?,What is Flight To?
SlideVQA_0530,SlideVQA,C1,Layout,spatial_information,-73,What five elements of SALES TRAINING are shown on the vertical lines?,What five elements of SALES TRAINING are shown on the whiteboard?
SlideVQA_0635,SlideVQA,C1,Layout,spatial_information,-73,What is the percent of strategic planning in the given cropped chart?,What is the percent of strategic planning in the given pie chart?
BDocs_0692,BDocs,C1,Layout,spatial_information,-74,What is the highest temperature recorded above?,What is Flight From?
SlideVQA_0538,SlideVQA,C1,Layout,spatial_information,-77,What five elements of SALES TRAINING are shown on the clear background?,What five elements of SALES TRAINING are shown on the whiteboard?
SlideVQA_0526,SlideVQA,C1,Layout,spatial_information,-78,What percentage of Google advertisers don't have mobile-optimized sections?,What percentage OF GOOGLE ADVERTISERS DON'T HAVE MOBILE-OPTIMIZED SITES?
SlideVQA_0493,SlideVQA,C1,Layout,spatial_information,-80,What percentage of Google advertisers don't have background-optimized sites?,What percentage OF GOOGLE ADVERTISERS DON'T HAVE MOBILE-OPTIMIZED SITES?
BDocs_0211,BDocs,C1,Layout,spatial_information,-82,What is the date mentioned in the top left corner of the logo?,What is the date mentioned below the logo?
SlideVQA_0169,SlideVQA,C1,Layout,spatial_information,-96,Who discovered that bats partially use sound whistles for orientation while flying in darkness?,Who discovered that bats orient themselves with help of sound whistles while flying in darkness?
BDocs_0305,BDocs,C1,Layout,spatial_information,-104,What is a flight that partially overlaps with another flight?,What is Flight To?
SlideVQA_0117,SlideVQA,C1,Layout,spatial_information,-111,"Expressed in percentage terms, which head has the lowest GPU power consumption?","Expressed in percentage terms, which domain has the lowest GPU power consumption?"
SlideVQA_0197,SlideVQA,C1,Layout,spatial_information,-111,"Expressed in percentage terms, which circle has the lowest GPU power consumption?","Expressed in percentage terms, which domain has the lowest GPU power consumption?"
SlideVQA_0203,SlideVQA,C1,Layout,spatial_information,-111,"Expressed in percentage terms, which center has the lowest GPU power consumption?","Expressed in percentage terms, which domain has the lowest GPU power consumption?"
SlideVQA_0237,SlideVQA,C1,Layout,spatial_information,-119,"Expressed in percentage terms, which background has the lowest GPU power consumption?","Expressed in percentage terms, which domain has the lowest GPU power consumption?"
BDocs_0382,BDocs,C1,Layout,spatial_information,-122,"What is the partially overlapping flight?""

You are a helpful assistant",What is Flight From?
SlideVQA_0160,SlideVQA,C1,Layout,spatial_information,-130,"Regarding Airbnb, in how many countries can one rent unique black dots to stay from local hosts?","Regarding airbnb, in how many countries can one Rent unique places to stay from local hosts?"
SlideVQA_0728,SlideVQA,C1,Layout,spatial_information,-133,What is connected to the stone that bubbles the nutrient solution and supplies oxygen to the shapes of the plants in the DWC Method?,What is connected to the stone that bubbles the nutrient solution and supplies oxygen to the roots of the plants in the DWC Method?
SlideVQA_0417,SlideVQA,C1,Layout,spatial_information,-170,"On the slide titled Types of Hypothesis, looking at the aligned, what kind of hypothesis is a Null Hypothesis?","On the slide titled Types of Hypothesis, looking at the diagram, what kind of hypothesis is a Null Hypothesis?"
SlideVQA_0721,SlideVQA,C1,Layout,spatial_information,-176,"Regarding the breakdown of STEM employment, the field whose jobs grew 16.6% between 2010 and 2020 makes up what percentage of the indoor space?","Regarding the breakdown of STEM employment, the field whose jobs grew 16.6% between 2010 and 2020 makes up what percentage of the pie chart?"
SlideVQA_0310,SlideVQA,C1,Layout,spatial_information,-178,"On the slide titled Types of Hypothesis, looking at the perspective, what kind of hypothesis is a Null Hypothesis?","On the slide titled Types of Hypothesis, looking at the diagram, what kind of hypothesis is a Null Hypothesis?"
SlideVQA_0419,SlideVQA,C1,Layout,spatial_information,-182,"On the slide titled Types of Hypothesis, looking at the cross pattern, what kind of hypothesis is a Null Hypothesis?","On the slide titled Types of Hypothesis, looking at the diagram, what kind of hypothesis is a Null Hypothesis?"
SlideVQA_0269,SlideVQA,C1,Layout,spatial_information,-192,"On the slide titled Types of Hypothesis, looking at the symmetrical design, what kind of hypothesis is a Null Hypothesis?","On the slide titled Types of Hypothesis, looking at the diagram, what kind of hypothesis is a Null Hypothesis?"
SlideVQA_0720,SlideVQA,C1,Layout,spatial_information,-201,"On the slide with the text Detecting Copy Number Variants on the top and a graph at the bottom, what is the difference between the highest and lowest values on the lines?","On the slide with the text Detecting Copy Number Variants on the top and a graph at the bottom, what is the difference between the highest and lowest values on the x-axis?"
SlideVQA_0730,SlideVQA,C1,Layout,spatial_information,-205,"On the slide with the text Detecting Copy Number Variants on the top and a graph at the bottom, what is the difference between the highest and lowest values on the close-up?","On the slide with the text Detecting Copy Number Variants on the top and a graph at the bottom, what is the difference between the highest and lowest values on the x-axis?"
SlideVQA_0748,SlideVQA,C1,Layout,document_position_information,-207,"On the slide with the text Detecting Copy Number Variants on the top and a graph at the far right, what is the difference between the highest and lowest values on the x-axis?","On the slide with the text Detecting Copy Number Variants on the top and a graph at the bottom, what is the difference between the highest and lowest values on the x-axis?"
